Year,Month,Day,Daily global solar exposure (MJ/m*m)
2011,12,14,25.2
2011,12,15,15.9
2011,12,16,21.3
2011,12,17,26.4
2011,12,18,22.0
2011,12,19,23.2
2011,12,20,18.2
2011,12,21,13.2
2011,12,22,24.0
2011,12,23,18.3
2011,12,24,21.7
2011,12,25,25.6
2011,12,26,31.3
2011,12,27,24.5
2011,12,28,30.2
2011,12,29,28.3
2011,12,30,31.0
2011,12,31,16.5
2012,1,1,30.4
2012,1,2,32.4
2012,1,3,30.8
2012,1,4,31.7
2012,1,5,23.5
2012,1,6,29.5
2012,1,7,23.3
2012,1,8,30.1
2012,1,9,11.8
2012,1,10,25.5
2012,1,11,23.8
2012,1,12,32.6
2012,1,13,27.3
2012,1,14,18.1
2012,1,15,10.8
2012,1,16,17.0
2012,1,17,15.7
2012,1,18,24.7
2012,1,19,29.3
2012,1,20,29.2
2012,1,21,26.8
2012,1,22,25.9
2012,1,23,11.5
2012,1,24,8.0
2012,1,25,3.6
2012,1,26,5.9
2012,1,27,14.1
2012,1,28,9.2
2012,1,29,9.9
2012,1,30,11.7
2012,1,31,27.0
2012,2,1,10.0
2012,2,2,29.2
2012,2,3,10.8
2012,2,4,28.1
2012,2,5,29.7
2012,2,6,29.2
2012,2,7,19.1
2012,2,8,22.3
2012,2,9,25.0
2012,2,10,25.2
2012,2,11,24.8
2012,2,12,21.7
2012,2,13,20.9
2012,2,14,28.1
2012,2,15,27.2
2012,2,16,27.8
2012,2,17,26.3
2012,2,18,28.5
2012,2,19,26.8
2012,2,20,22.1
2012,2,21,15.3
2012,2,22,23.0
2012,2,23,16.4
2012,2,24,19.1
2012,2,25,17.6
2012,2,26,20.7
2012,2,27,17.7
2012,2,28,20.9
2012,2,29,25.9
2012,3,1,29.8
2012,3,2,24.7
2012,3,3,7.5
2012,3,4,12.0
2012,3,5,20.7
2012,3,6,2.2
2012,3,7,23.5
2012,3,8,23.7
2012,3,9,28.8
2012,3,10,27.5
2012,3,11,15.8
2012,3,12,3.7
2012,3,13,19.4
2012,3,14,9.2
2012,3,15,4.8
2012,3,16,24.2
2012,3,17,3.3
2012,3,18,19.6
2012,3,19,14.4
2012,3,20,12.8
2012,3,21,6.8
2012,3,22,3.4
2012,3,23,22.4
2012,3,24,22.7
2012,3,25,17.5
2012,3,26,8.5
2012,3,27,13.6
2012,3,28,8.5
2012,3,29,21.2
2012,3,30,19.9
2012,3,31,20.6
2012,4,1,22.1
2012,4,2,21.0
2012,4,3,21.8
2012,4,4,19.8
2012,4,5,20.1
2012,4,6,19.5
2012,4,7,20.4
2012,4,8,17.6
2012,4,9,17.7
2012,4,10,20.8
2012,4,11,18.2
2012,4,12,14.9
2012,4,13,14.8
2012,4,14,8.6
2012,4,15,15.5
2012,4,16,13.1
2012,4,17,5.4
2012,4,18,4.7
2012,4,19,14.8
2012,4,20,9.5
2012,4,21,11.5
2012,4,22,11.3
2012,4,23,16.0
2012,4,24,2.9
2012,4,25,15.8
2012,4,26,17.3
2012,4,27,8.1
2012,4,28,3.5
2012,4,29,9.3
2012,4,30,13.6
2012,5,1,12.5
2012,5,2,13.1
2012,5,3,15.7
2012,5,4,11.7
2012,5,5,17.0
2012,5,6,16.7
2012,5,7,15.3
2012,5,8,15.6
2012,5,9,15.5
2012,5,10,15.3
2012,5,11,15.1
2012,5,12,15.0
2012,5,13,14.8
2012,5,14,14.7
2012,5,15,14.5
2012,5,16,14.2
2012,5,17,13.9
2012,5,18,14.1
2012,5,19,14.0
2012,5,20,13.9
2012,5,21,13.6
2012,5,22,13.6
2012,5,23,13.5
2012,5,24,11.5
2012,5,25,3.5
2012,5,26,13.2
2012,5,27,13.0
2012,5,28,12.5
2012,5,29,9.2
2012,5,30,6.5
2012,5,31,10.0
2012,6,1,7.1
2012,6,2,6.9
2012,6,3,5.2
2012,6,4,12.9
2012,6,5,11.6
2012,6,6,12.1
2012,6,7,9.1
2012,6,8,12.7
2012,6,9,11.3
2012,6,10,6.1
2012,6,11,4.3
2012,6,12,8.5
2012,6,13,8.8
2012,6,14,12.4
2012,6,15,12.4
2012,6,16,11.8
2012,6,17,12.3
2012,6,18,12.3
2012,6,19,12.3
2012,6,20,12.3
2012,6,21,12.2
2012,6,22,11.5
2012,6,23,12.2
2012,6,24,12.2
2012,6,25,12.2
2012,6,26,4.5
2012,6,27,3.8
2012,6,28,3.6
2012,6,29,9.4
2012,6,30,12.3
2012,7,1,12.8
2012,7,2,12.8
2012,7,3,12.8
2012,7,4,12.4
2012,7,5,12.7
2012,7,6,8.9
2012,7,7,10.0
2012,7,8,12.9
2012,7,9,11.8
2012,7,10,7.2
2012,7,11,11.7
2012,7,12,5.0
2012,7,13,9.0
2012,7,14,2.3
2012,7,15,11.2
2012,7,16,13.7
2012,7,17,11.7
2012,7,18,8.0
2012,7,19,14.0
2012,7,20,13.8
2012,7,21,9.9
2012,7,22,8.0
2012,7,23,11.5
2012,7,24,11.7
2012,7,25,13.4
2012,7,26,14.2
2012,7,27,14.0
2012,7,28,15.1
2012,7,29,15.1
2012,7,30,15.1
2012,7,31,15.2
2012,8,1,15.3
2012,8,2,15.5
2012,8,3,14.9
2012,8,4,15.7
2012,8,5,15.9
2012,8,6,16.0
2012,8,7,16.2
2012,8,8,16.4
2012,8,9,9.3
2012,8,10,16.3
2012,8,11,14.8
2012,8,12,10.1
2012,8,13,15.1
2012,8,14,16.8
2012,8,15,17.6
2012,8,16,17.5
2012,8,17,18.0
2012,8,18,18.1
2012,8,19,18.3
2012,8,20,12.2
2012,8,21,14.8
2012,8,22,16.5
2012,8,23,19.2
2012,8,24,19.2
2012,8,25,19.6
2012,8,26,19.6
2012,8,27,16.6
2012,8,28,17.4
2012,8,29,19.9
2012,8,30,15.3
2012,8,31,16.7
2012,9,1,19.1
2012,9,2,18.2
2012,9,3,19.6
2012,9,4,19.8
2012,9,5,20.0
2012,9,6,20.2
2012,9,7,20.1
2012,9,8,20.6
2012,9,9,20.9
2012,9,10,19.7
2012,9,11,18.8
2012,9,12,19.8
2012,9,13,21.4
2012,9,14,21.8
2012,9,15,21.0
2012,9,16,18.4
2012,9,17,19.4
2012,9,18,17.3
2012,9,19,22.3
2012,9,20,23.1
2012,9,21,9.9
2012,9,22,23.8
2012,9,23,23.7
2012,9,24,19.3
2012,9,25,21.6
2012,9,26,18.2
2012,9,27,23.4
2012,9,28,22.0
2012,9,29,13.7
2012,9,30,21.3
2012,10,1,12.4
2012,10,2,24.6
2012,10,3,25.0
2012,10,4,25.3
2012,10,5,25.4
2012,10,6,25.0
2012,10,7,23.0
2012,10,8,22.2
2012,10,9,26.4
2012,10,10,26.6
2012,10,11,2.7
2012,10,12,24.5
2012,10,13,27.3
2012,10,14,13.1
2012,10,15,27.0
2012,10,16,27.9
2012,10,17,27.5
2012,10,18,11.9
2012,10,19,26.9
2012,10,20,27.7
2012,10,21,17.8
2012,10,22,21.8
2012,10,23,22.9
2012,10,24,25.4
2012,10,25,28.6
2012,10,26,28.4
2012,10,27,7.2
2012,10,28,15.0
2012,10,29,15.6
2012,10,30,19.4
2012,10,31,29.8
2012,11,1,27.3
2012,11,2,25.6
2012,11,3,17.6
2012,11,4,17.4
2012,11,5,29.3
2012,11,6,28.9
2012,11,7,23.4
2012,11,8,22.4
2012,11,9,6.3
2012,11,10,2.9
2012,11,11,22.9
2012,11,12,21.2
2012,11,13,30.7
2012,11,14,26.0
2012,11,15,27.4
2012,11,16,16.1
2012,11,17,7.1
2012,11,18,16.3
2012,11,19,27.3
2012,11,20,26.1
2012,11,21,28.8
2012,11,22,29.0
2012,11,23,13.4
2012,11,24,18.1
2012,11,25,21.2
2012,11,26,31.8
2012,11,27,21.3
2012,11,28,16.8
2012,11,29,28.2
2012,11,30,32.5
2012,12,1,32.6
2012,12,2,22.4
2012,12,3,3.0
2012,12,4,26.1
2012,12,5,32.9
2012,12,6,31.4
2012,12,7,21.9
2012,12,8,12.9
2012,12,9,20.2
2012,12,10,17.0
2012,12,11,23.0
2012,12,12,27.4
2012,12,13,27.5
2012,12,14,32.5
2012,12,15,32.0
2012,12,16,32.8
2012,12,17,28.7
2012,12,18,20.9
2012,12,19,32.7
2012,12,20,10.0
2012,12,21,29.7
2012,12,22,17.2
2012,12,23,20.4
2012,12,24,30.3
2012,12,25,23.1
2012,12,26,16.4
2012,12,27,27.7
2012,12,28,22.3
2012,12,29,24.9
2012,12,30,25.3
2012,12,31,33.1
2013,1,1,18.8
2013,1,2,27.0
2013,1,3,13.2
2013,1,4,30.4
2013,1,5,20.4
2013,1,6,27.8
2013,1,7,31.0
2013,1,8,32.9
2013,1,9,23.8
2013,1,10,13.9
2013,1,11,29.7
2013,1,12,30.5
2013,1,13,31.3
2013,1,14,3.8
2013,1,15,9.2
2013,1,16,32.3
2013,1,17,32.2
2013,1,18,32.2
2013,1,19,27.5
2013,1,20,7.4
2013,1,21,13.4
2013,1,22,29.1
2013,1,23,26.7
2013,1,24,23.0
2013,1,25,20.3
2013,1,26,15.2
2013,1,27,2.2
2013,1,28,3.1
2013,1,29,25.5
2013,1,30,23.1
2013,1,31,24.8
2013,2,1,27.0
2013,2,2,23.3
2013,2,3,30.1
2013,2,4,19.3
2013,2,5,28.7
2013,2,6,19.9
2013,2,7,21.2
2013,2,8,25.5
2013,2,9,15.6
2013,2,10,26.8
2013,2,11,28.9
2013,2,12,25.8
2013,2,13,22.5
2013,2,14,16.8
2013,2,15,25.0
2013,2,16,15.0
2013,2,17,28.0
2013,2,18,17.4
2013,2,19,9.7
2013,2,20,21.6
2013,2,21,12.1
2013,2,22,1.9
2013,2,23,15.2
2013,2,24,16.1
2013,2,25,11.9
2013,2,26,13.0
2013,2,27,17.1
2013,2,28,17.5
2013,3,1,3.6
2013,3,2,3.5
2013,3,3,17.4
2013,3,4,14.7
2013,3,5,21.7
2013,3,6,18.0
2013,3,7,19.5
2013,3,8,13.3
2013,3,9,21.0
2013,3,10,20.1
2013,3,11,23.6
2013,3,12,16.7
2013,3,13,21.6
2013,3,14,23.2
2013,3,15,17.3
2013,3,16,23.7
2013,3,17,23.2
2013,3,18,18.2
2013,3,19,17.2
2013,3,20,21.2
2013,3,21,12.3
2013,3,22,21.8
2013,3,23,19.6
2013,3,24,14.5
2013,3,25,21.5
2013,3,26,20.9
2013,3,27,12.3
2013,3,28,19.4
2013,3,29,7.6
2013,3,30,10.2
2013,3,31,3.8
2013,4,1,16.5
2013,4,2,20.6
2013,4,3,20.4
2013,4,4,19.0
2013,4,5,14.4
2013,4,6,13.0
2013,4,7,18.7
2013,4,8,20.0
2013,4,9,14.8
2013,4,10,15.3
2013,4,11,16.9
2013,4,12,13.1
2013,4,13,3.2
2013,4,14,18.5
2013,4,15,15.9
2013,4,16,15.3
2013,4,17,16.1
2013,4,18,18.1
2013,4,19,15.7
2013,4,20,18.9
2013,4,21,18.0
2013,4,22,15.6
2013,4,23,18.0
2013,4,24,16.3
2013,4,25,16.2
2013,4,26,16.0
2013,4,27,15.8
2013,4,28,16.9
2013,4,29,16.4
2013,4,30,14.7
2013,5,1,16.4
2013,5,2,13.6
2013,5,3,16.5
2013,5,4,16.6
2013,5,5,15.8
2013,5,6,14.9
2013,5,7,10.1
2013,5,8,14.7
2013,5,9,14.9
2013,5,10,14.8
2013,5,11,9.0
2013,5,12,10.1
2013,5,13,10.1
2013,5,14,6.3
2013,5,15,12.9
2013,5,16,11.9
2013,5,17,14.6
2013,5,18,14.6
2013,5,19,14.4
2013,5,20,11.9
2013,5,21,12.2
2013,5,22,3.1
2013,5,23,13.0
2013,5,24,2.9
2013,5,25,11.3
2013,5,26,12.7
2013,5,27,12.6
2013,5,28,9.9
2013,5,29,9.9
2013,5,30,9.6
2013,5,31,7.9
2013,6,1,9.5
2013,6,2,3.6
2013,6,3,12.9
2013,6,4,12.2
2013,6,5,7.4
2013,6,6,10.8
2013,6,7,7.2
2013,6,8,5.0
2013,6,9,8.7
2013,6,10,5.3
2013,6,11,11.4
2013,6,12,9.0
2013,6,13,10.1
2013,6,14,11.5
2013,6,15,11.4
2013,6,16,11.6
2013,6,17,12.2
2013,6,18,12.4
2013,6,19,12.0
2013,6,20,9.3
2013,6,21,3.8
2013,6,22,12.2
2013,6,23,11.9
2013,6,24,12.2
2013,6,25,9.0
2013,6,26,8.2
2013,6,27,8.4
2013,6,28,4.0
2013,6,29,9.7
2013,6,30,4.9
